,Date,Unix,Ticker,DE Ratio,Price,stock_p_changeSP500,sp500_p_change,difference,status,pct change,sp500,sp500 pct change
47,2013-04-23 20:02:57,1366761777.0,aa,53.21,8.12,,,-146.21434195648385,underperform,-76.29889083479277,146.98528521228215,69.91545112169109
48,2013-04-26 20:55:15,1367024115.0,aa,53.21,8.27,,,-146.27189390917533,underperform,-75.8610624635143,147.41381374059785,70.41083144566103
49,2013-09-01 04:25:11,1378023911.0,aa,52.71,7.7,,,-155.2543726694532,underperform,-77.52481027437244,153.74487868431495,77.72956239508076
50,2003-12-07 10:36:10,1070811370.0,aapl,0.072,20.85,,,0.0,underperform,0.0,81.54480887574404,0.0
51,2004-02-03 07:33:34,1075811614.0,aapl,0.07,22.32,,,0.805428649780942,outperform,7.05035971223021,86.63722597504027,6.244931062449268
52,2004-06-03 01:20:38,1086240038.0,aapl,0.0,28.92,,,33.66506377796617,outperform,38.705035971223026,85.65464456812599,5.039972193256857
53,2004-08-10 02:02:44,1092117764.0,aapl,0.0,30.3,,,43.388855130702616,outperform,45.32374100719424,83.1226078656929,1.9348858764916248
54,2004-10-12 05:40:57,1097574057.0,aapl,0.0,38.59,,,78.80424336234877,outperform,85.08393285371703,86.66556966947047,6.279689491368262
55,2004-12-04 14:16:51,1102187811.0,aapl,0.0,62.68,,,187.68177949819503,outperform,200.62350119904076,92.09811110192939,12.941721700845743
56,2005-01-26 15:16:47,1106770607.0,aapl,0.0,71.94,,,233.47300053596334,outperform,245.03597122302153,90.97381122286394,11.562970687058186
57,2005-02-04 03:07:08,1107504428.0,aapl,0.0,77.81,,,258.76470043985665,outperform,273.18944844124695,93.30744206428547,14.4247480013903
58,2005-03-01 10:36:03,1109691363.0,aapl,0.0,44.86,,,99.78106357458358,outperform,115.15587529976017,94.08216971204477,15.37481172517659
59,2005-12-17 11:55:53,1134838553.0,aapl,0.0,71.11,,,217.92921450118322,outperform,241.05515587529976,100.40281356998398,23.12594137411653
60,2006-01-25 09:43:52,1138200232.0,aapl,0.0,76.04,,,242.0377441529571,outperform,264.70023980815347,100.02489764424772,22.66249565519637
61,2006-02-03 13:49:59,1138992599.0,aapl,0.0,72.1,,,223.51161823408847,outperform,245.80335731414863,99.72256490365864,22.291739080060157
62,2006-02-07 09:17:30,1139321850.0,aapl,0.0,67.3,,,201.25472093649375,outperform,222.78177458033568,99.09900362619383,21.52705364384193
63,2006-02-17 15:01:01,1140206461.0,aapl,0.0,70.21,,,211.9906077223726,outperform,236.73860911270975,101.72551931006095,24.74800139033715
64,2007-02-17 21:52:03,1171767123.0,aapl,0.0,84.83,,,263.22509875311437,outperform,306.8585131894484,117.12559328381393,43.63341443633402
65,2007-02-19 17:27:55,1171924075.0,aapl,0.0,84.83,,,263.1092373233843,outperform,306.8585131894484,117.22007226524799,43.74927586606406
66,2008-01-23 06:28:45,1201087725.0,aapl,0.0,155.64,,,612.0060447991971,outperform,646.4748201438848,109.65230585237923,34.46877534468772
67,2008-10-27 05:55:02,1225101302.0,aapl,0.0,96.38,,,376.7393250794626,outperform,362.2541966426858,69.73293857656837,-14.48512843677677
68,2008-10-29 21:14:51,1225329291.0,aapl,0.0,104.55,,,406.48626223602525,outperform,401.4388489208632,77.42890533472631,-5.047413315162026
69,2008-10-31 22:34:03,1225506843.0,aapl,0.0,107.59,,,417.20097123552466,outperform,416.01918465227817,80.58112326511652,-1.1817865832464727
70,2008-12-03 23:41:54,1228365714.0,aapl,0.0,95.9,,,370.84301276392864,outperform,359.9520383693046,72.66378462094166,-10.890974394624028
71,2008-12-07 14:27:24,1228678044.0,aapl,0.0,94.0,,,363.79263638098905,outperform,350.8393285371703,70.98205875141524,-12.953307843818799
72,2008-12-16 01:57:34,1229410654.0,aapl,0.0,94.75,,,360.66979575880487,outperform,354.43645083932853,76.46183967459115,-6.233344919476352
73,2008-12-17 02:12:01,1229497921.0,aapl,0.0,95.43,,,364.8464919409624,outperform,357.6978417266187,75.71545572126205,-7.148650214343647
74,2009-01-01 01:31:55,1230791515.0,aapl,0.0,85.35,,,319.94225266293745,outperform,309.3525179856115,72.9094299726702,-10.589734677325959
75,2009-01-12 07:25:12,1231763112.0,aapl,0.0,90.58,,,344.97984094476243,outperform,334.4364508393285,72.9472215652438,-10.543390105433978
76,2009-10-22 17:48:46,1256248126.0,aapl,0.0,204.211,,,864.9697501644149,outperform,879.4292565947243,93.3357857587157,14.459506430309329
77,2009-11-12 14:53:38,1258055618.0,aapl,0.0,204.096,,,864.7310172716884,outperform,878.8776978417266,93.0806925088437,14.146680570038189
78,2011-05-22 15:41:19,1306093279.0,aapl,0.0,335.22,,,1460.3486831648574,outperform,1507.7697841726617,120.21425505933153,47.42110100780424
79,2011-09-02 04:10:00,1314951000.0,aapl,0.0,381.03,,,1697.8458303543969,outperform,1727.4820143884888,105.711578504408,29.636184034091833
80,2011-09-24 00:15:37,1316837737.0,aapl,0.0,404.3,,,1810.134774629144,outperform,1839.0887290167864,105.15525564311707,28.953954387642316
81,2011-09-24 05:43:35,1316857415.0,aapl,0.0,404.3,,,1810.134774629144,outperform,1839.0887290167864,105.15525564311707,28.953954387642316
82,2011-10-08 05:59:01,1318067941.0,aapl,0.0,369.8,,,1647.1106730306155,outperform,1673.621103117506,103.16268842223661,26.510430086890462
83,2011-10-14 06:15:31,1318587331.0,aapl,0.0,408.43,,,1823.3752655061514,outperform,1858.8968824940046,110.51084355806276,35.52161698785321
84,2011-11-03 17:19:46,1320355186.0,aapl,0.0,399.21,,,1775.085787060714,outperform,1814.6762589928055,113.82878354577322,39.590471932091596
85,2012-01-08 08:59:52,1326031192.0,aapl,0.0,422.4,,,1883.4329870990646,outperform,1925.899280575539,116.17386672774764,42.466293476474384
86,2012-05-15 15:13:11,1337109191.0,aapl,0.0,559.26,,,2533.2895406641146,outperform,2582.302158273381,121.51205423021939,49.01261760926615
87,2012-09-23 15:53:29,1348430009.0,aapl,0.0,700.09,,,3192.9504591323016,outperform,3257.745803357314,134.3820484844106,64.7953442250121
88,2012-10-11 20:20:07,1350001207.0,aapl,0.0,628.1,,,2850.577173926271,outperform,2912.4700239808153,132.01521516047328,61.8928500545446
89,2012-10-21 05:19:34,1350811174.0,aapl,0.0,609.84,,,2760.2212200156887,outperform,2824.892086330935,134.28054321079944,64.67086631524614
90,2013-01-20 19:31:49,1358728309.0,aapl,0.0,500.0,,,2229.7528186897625,outperform,2298.081534772182,137.26332981240282,68.32871608241952
91,2013-04-23 03:01:29,1366700489.0,aapl,0.0,398.67,,,1731.8353900859636,outperform,1812.0863309352515,146.98528521228215,80.25094084928777
92,2013-05-16 23:28:32,1368761312.0,aapl,0.0,434.58,,,1895.4289148699463,outperform,1984.3165467625895,154.02805841677483,88.88763189264318
93,2013-08-11 02:30:32,1376202632.0,aapl,13.75,454.45,,,1984.6101935229326,outperform,2079.6163069544364,159.01736249373627,95.00611343150365
94,2013-06-19 09:57:38,1371650258.0,abbv,512.61,43.54,,,0.0,underperform,0.0,152.26736511565164,0.0
95,2003-10-26 16:06:32,1067202392.0,abc,0.592,57.01,,,0.0,underperform,0.0,78.33252350698574,0.0
96,2004-01-28 07:37:34,1075293454.0,abc,0.429,56.36,,,-11.343986334987973,underperform,-1.14015085072794,86.32544533630788,10.203835484260033
97,2004-05-16 19:24:15,1084749855.0,abc,0.412,58.97,,,-3.8590757765815926,underperform,3.4379933345027203,84.04850188374685,7.297069111084313
98,2004-10-20 01:31:26,1098250286.0,abc,0.331,52.1,,,-17.272516881812948,underperform,-8.612524118575683,85.11611437395183,8.659992763237264
99,2005-01-08 07:45:42,1105188342.0,abc,0.332,57.9,,,-15.348772677321449,underperform,1.5611296263813377,91.57847670404205,16.909902303702786
100,2005-03-30 19:52:42,1112230362.0,abc,0.291,55.44,,,-20.30305250444215,underperform,-2.753902824065954,92.07921530564253,17.549149680376196
101,2005-05-26 01:50:44,1117086644.0,abc,0.23,65.93,,,-3.760207625655637,underperform,15.646377828451167,93.53419161972722,19.406585454106803
102,2005-12-04 08:46:13,1133703973.0,abc,0.223,79.46,,,12.325624874238382,outperform,39.379056305911234,99.52415904264714,27.053431431672852
103,2007-02-20 06:12:02,1171969922.0,abc,0.308,54.9,,,-53.65889061988306,underperform,-3.701105069286089,117.46571761697663,49.957785550596974
104,2007-04-05 16:11:07,1175803867.0,abc,0.308,53.94,,,-54.0884335116656,underperform,-5.385020171899668,116.48313621006231,48.70341333976593
105,2008-01-23 20:34:05,1201138445.0,abc,0.396,45.55,,,-60.08485075768834,underperform,-20.101736537449572,109.65230585237923,39.98311422023877
106,2009-02-09 08:47:34,1234187254.0,abc,0.396,38.76,,,-25.293799641276067,underperform,-32.01192773197685,73.07004424110814,-6.718128090700781
107,2010-08-21 11:26:32,1282404392.0,abc,0.396,28.92,,,-72.52676023520607,underperform,-49.272057533766,96.54851896707092,23.25470270144006
108,2011-07-08 00:04:15,1310097855.0,abc,42.86,43.05,,,-78.39100816788783,underperform,-24.486932117172426,120.55694655063586,53.90407605071541
109,2012-02-28 18:01:38,1330470098.0,abc,66.41,37.75,,,-93.11799157411616,underperform,-33.783546746184875,124.81069144956449,59.33444482793128
110,2013-04-25 01:02:00,1366866120.0,abc,59.73,55.82,,,-90.61014105317047,underperform,-2.0873530959480755,147.6746571926161,88.52278795722239
111,2004-09-20 13:31:02,1095701462.0,abt,0.543,42.92,,,0.0,underperform,0.0,86.61833017875348,0.0
112,2004-10-23 22:48:08,1098586088.0,abt,0.543,40.86,,,-3.065334019703078,underperform,-4.7996272134203215,85.11611437395183,-1.7342931937172437
113,2005-01-25 12:44:11,1106675051.0,abt,0.508,45.93,,,2.290098141109204,outperform,7.013047530288905,90.70927007484858,4.722949389179701
114,2005-02-28 19:21:54,1109636514.0,abt,0.508,45.61,,,-1.8149863620615978,underperform,6.267474370922642,93.61922270301787,8.08246073298424
115,2006-06-17 18:01:01,1150581661.0,abt,0.436,42.78,,,-13.371563475372795,underperform,-0.3261882572227413,97.91801635826798,13.045375218150054
116,2006-07-18 12:32:14,1153240334.0,abt,0.436,44.48,,,-10.348751441457638,underperform,3.63466915191052,98.73053559860092,13.983420593368159
117,2007-01-13 21:19:42,1168741182.0,abt,0.604,50.45,,,-13.891159167833582,underperform,17.544268406337373,113.8471726280518,31.435427574170955
118,2007-03-23 02:47:40,1174632460.0,abt,0.883,54.5,,,-6.701944768382802,underperform,26.980428704566627,115.7934396455937,33.68237347294943
119,2007-04-10 20:13:09,1176250389.0,abt,0.883,57.11,,,-1.7552441410537512,underperform,33.06150978564771,116.77602105250787,34.81675392670146
120,2007-06-03 02:36:35,1180852595.0,abt,0.871,56.3,,,-11.768566951136016,underperform,31.174277726001854,123.81470516934603,42.94284467713787
121,2008-01-23 23:41:45,1201149705.0,abt,0.784,57.97,,,8.472742014446304,outperform,35.06523765144454,109.65230585237923,26.592495636998237
122,2008-04-28 03:46:55,1209368815.0,abt,0.687,51.28,,,-13.233506796198586,underperform,19.478098788443614,114.95257671083043,32.7116055846422
123,2008-10-23 21:57:42,1224813462.0,abt,0.732,55.02,,,40.151016173817936,outperform,28.191985088536814,76.25961714712491,-11.959031085281122
124,2008-12-25 05:30:56,1230201056.0,abt,0.546,52.65,,,38.35507515097695,outperform,22.67008387698042,73.0322526485345,-15.684991273996529
125,2011-08-05 04:11:33,1312531893.0,abt,76.17,48.77,,,-10.722296611113029,underperform,13.630009319664497,107.71189093601453,24.352305930777526
126,2011-09-02 09:24:27,1314969867.0,abt,68.83,51.94,,,-1.0271217097882896,underperform,21.015843429636526,105.711578504408,22.042965139424815
127,2011-11-02 06:21:21,1320229281.0,abt,68.83,52.76,,,-6.13537866178936,underperform,22.92637465051257,111.791135618538,29.06175331230193
128,2012-01-01 23:13:40,1325477620.0,abt,67.73,56.23,,,-1.0991940623455534,underperform,31.011183597390477,114.43180312170833,32.11037765973603
129,2012-03-02 20:56:30,1330739790.0,abt,62.85,57.39,,,-10.120082754883597,underperform,33.71388630009319,124.5865822252459,43.83396905497679
130,2012-03-30 05:44:15,1333100655.0,abt,62.85,60.98,,,-6.06521566275557,underperform,42.07828518173344,128.31942669984394,48.14350084448901
131,2013-05-08 18:10:02,1368051002.0,abt,76.36,36.06,,,-91.65607651451727,underperform,-15.983224603914255,152.16489090235876,75.67285191060301
132,2013-08-18 07:12:45,1376824365.0,abt,35.38,34.97,,,-98.40916782566335,underperform,-18.522833178005598,155.8145392915656,79.88633464765775
133,2004-08-16 22:53:27,1092711207.0,ace,0.26,39.1,,,0.0,underperform,0.0,83.05647257868908,0.0
134,2004-10-10 11:27:42,1097422062.0,ace,0.26,41.04,,,-0.23686163569408958,underperform,4.961636828644496,87.37416203022603,5.198498464338585
135,2005-01-13 13:27:29,1105640849.0,ace,0.21,42.76,,,-0.5358712307780475,underperform,9.360613810741679,91.27614396345298,9.896485041519727
136,2007-02-20 18:32:05,1172014325.0,ace,0.171,58.6,,,8.443388829717406,outperform,49.87212276214834,117.46571761697663,41.42873393243093
137,2007-04-05 15:54:06,1175802846.0,ace,0.171,57.24,,,6.148156057069514,outperform,46.39386189258312,116.48313621006231,40.245705835513604
138,2008-01-23 21:48:58,1201142938.0,ace,0.154,59.98,,,21.38014901894835,outperform,53.40153452685421,109.65230585237923,32.02138550790586
139,2010-07-18 23:43:13,1279510993.0,ace,0.154,53.7,,,21.212195232129563,outperform,37.34015345268543,96.4517857756475,16.127958220555865
140,2010-12-07 07:29:30,1291724970.0,ace,23.09,59.06,,,20.301432415965685,outperform,51.04859335038363,108.59397986890933,30.74716093441795
141,2011-08-11 20:49:00,1313110140.0,ace,27.7,63.42,,,35.484333525027594,outperform,62.19948849104859,105.2451379373966,26.715154966021
142,2013-04-23 04:24:03,1366705443.0,ace,24.94,89.27,,,51.34172464984688,outperform,128.31202046035804,146.98528521228215,76.97029581051116
143,2013-05-16 15:08:57,1368731337.0,ace,27.94,92.58,,,51.32769826255894,outperform,136.77749360613808,154.02805841677483,85.44979534357914
144,2003-12-15 23:12:24,1071547944.0,aci,1.074,30.78,,,0.0,underperform,0.0,81.54480887574404,0.0
145,2005-01-24 04:33:07,1106559187.0,aci,1.18,34.52,,,1.2366005578965087,outperform,12.150747238466543,90.44472892683324,10.914146680570035
146,2005-02-05 03:36:51,1107592611.0,aci,1.18,38.4,,,11.246892576128092,outperform,24.75633528265106,92.56105811095634,13.50944270652297
147,2005-03-30 06:50:28,1112183428.0,aci,0.936,41.15,,,20.772158837212064,outperform,33.69070825211175,92.07921530564253,12.918549414899683
148,2006-05-24 04:17:01,1148458621.0,aci,0.854,46.39,,,28.04066803938758,outperform,50.71474983755685,100.03434554239104,22.674081798169272
149,2007-03-11 21:41:07,1173663667.0,aci,0.86,30.08,,,-41.09936913112728,underperform,-2.274204028590003,113.20471555430014,38.82516510253728
150,2007-04-07 18:52:27,1175986347.0,aci,0.86,33.93,,,-32.21770972443264,underperform,10.233918128654967,116.16190767318645,42.4516278530876
151,2008-03-02 17:50:27,1204498227.0,aci,0.851,51.09,,,28.491646797447785,outperform,65.98440545808968,112.11820726780844,37.4927586606419
152,2008-06-05 02:23:56,1212647036.0,aci,0.899,67.52,,,77.2360070221512,outperform,119.3632228719948,115.89736652517115,42.127215849843594
153,2008-10-08 20:51:28,1223513488.0,aci,0.772,25.11,,,-18.014686875973315,underperform,-18.421052631578952,81.21343869699895,-0.4063657556056367
154,2008-12-05 05:35:57,1228473357.0,aci,0.767,11.93,,,-50.97574295294869,underperform,-61.241065627030544,73.17397112068558,-10.265322674081848
155,2009-08-01 05:52:40,1249120360.0,aci,0.767,17.41,,,-45.18888849828158,underperform,-43.43729694606888,82.97314085927957,1.751591552212705
156,2011-08-18 01:16:41,1313644601.0,aci,118.77,19.7,,,-61.95955138693115,underperform,-35.997400909681616,102.71559486245025,25.96215047724954
157,2012-07-26 21:31:10,1343352670.0,aci,113.56,5.26,,,-135.86703066324023,underperform,-82.9109811565952,124.72771823408212,52.95604950664502
158,2012-11-04 10:32:06,1352043126.0,aci,144.73,8.26,,,-134.45872681873882,underperform,-73.16439246263809,131.5271566780859,61.29433435610074
159,2013-04-23 05:25:15,1366709115.0,aci,179.32,4.89,,,-164.36400127813766,underperform,-84.1130604288499,146.98528521228215,80.25094084928777
160,2013-04-25 06:05:53,1366884353.0,aci,179.32,4.76,,,-165.6317438480085,underperform,-84.53541260558805,147.6746571926161,81.09633124242048
161,2003-11-08 10:24:47,1068305087.0,acn,0.076,25.05,,,0.0,underperform,0.0,80.21265523752369,0.0
162,2004-12-10 06:26:24,1102677984.0,acn,0.023,26.2,,,-10.320842414111613,underperform,4.590818363273447,92.17369428707661,14.91166077738506
163,2005-02-10 03:10:56,1108023056.0,acn,0.023,25.51,,,-14.017618473300637,underperform,1.8363273453093847,92.92952613854915,15.853945818610022
164,2005-04-04 05:07:40,1112605660.0,acn,0.023,24.44,,,-16.68719098904663,underperform,-2.43512974051896,91.6446119910459,14.25206124852767
165,2005-09-04 02:06:58,1125814018.0,acn,0.04,25.31,,,-18.42026194959904,underperform,1.037924151696599,95.82058297043172,19.45818610129564
166,2006-06-03 23:44:14,1149392654.0,acn,0.045,27.89,,,-14.705077477553676,underperform,11.337325349301395,101.10195803259607,26.04240282685507
167,2006-08-22 00:50:41,1156222241.0,acn,0.034,28.57,,,-15.134390112517545,underperform,14.051896207584827,103.62375046010395,29.186286320102372
168,2006-08-22 06:44:05,1156243445.0,acn,0.034,28.57,,,-15.134390112517545,underperform,14.051896207584827,103.62375046010395,29.186286320102372
169,2006-08-27 03:22:58,1156663378.0,acn,0.034,28.36,,,-15.5143423400548,underperform,13.21357285429141,103.2560788092928,28.72791519434621
170,2006-11-02 16:40:55,1162503655.0,acn,0.027,32.96,,,-4.818913409929202,underperform,31.57684630738523,109.40666050065064,36.395759717314434
171,2006-11-11 01:01:42,1163224902.0,acn,0.027,33.87,,,-3.3180987847624905,underperform,35.20958083832334,111.1167300646072,38.52767962308583
172,2006-12-03 00:17:12,1165123032.0,acn,0.027,33.81,,,-5.171282875944094,underperform,34.970059880239525,112.41109211025395,40.14134275618362
173,2007-03-14 19:10:39,1173913839.0,acn,0.018,35.39,,,1.6072448742093073,outperform,41.27744510978044,112.03317618451767,39.67020023557113
174,2007-05-05 07:47:14,1178365634.0,acn,0.015,39.1,,,5.53423188957786,outperform,56.087824351297414,120.76303406902557,50.55359246171955
175,2007-06-05 04:17:34,1181031454.0,acn,0.015,41.24,,,10.10777032507432,outperform,64.63073852295409,123.94697574335368,54.52296819787977
176,2007-07-06 07:06:36,1183719996.0,acn,0.015,42.81,,,16.222114075735476,outperform,70.89820359281438,124.06979841921803,54.67608951707891
177,2008-04-07 01:42:51,1207546971.0,acn,0.004,36.77,,,6.221056120973664,outperform,46.78642714570859,112.75121644341665,40.56537102473493
178,2008-10-18 23:21:07,1224386467.0,acn,0.003,31.4,,,31.77033229493314,outperform,25.349301397205583,75.06217586083461,-6.421030897727556
179,2008-12-02 16:28:13,1228253293.0,acn,0.003,29.98,,,31.22363047756081,outperform,19.68063872255489,70.953715056985,-11.542991755005923
180,2008-12-21 20:10:46,1229908246.0,acn,0.001,32.21,,,35.956214778922735,outperform,28.582834331337324,74.29827099975103,-7.37338044758541
181,2009-08-10 19:40:05,1249947605.0,acn,0.001,35.85,,,36.14086315002505,outperform,43.11377245508982,85.8058109384205,6.972909305064773
182,2011-09-01 16:51:37,1314910297.0,acn,0.11,53.62,,,78.80726236205746,outperform,114.05189620758482,108.48331187376414,35.24463384552735
183,2011-11-08 00:40:19,1320730819.0,acn,0.1,58.0,,,87.79599869489843,outperform,131.5369261477046,115.29841457293846,43.74092745280617
184,2012-02-29 00:47:01,1330494421.0,acn,0.15,59.76,,,83.57281312333382,outperform,138.562874251497,124.32164338516075,54.990061128163184
185,2012-11-04 02:11:28,1352013088.0,acn,0.0,67.91,,,107.12473020658796,outperform,171.09780439121755,131.5271566780859,63.973074184629596
186,2013-04-23 04:45:22,1366706722.0,acn,0.0,74.94,,,115.91716893525751,outperform,199.16167664670658,146.98528521228215,83.24450771144907
187,2013-05-10 03:17:29,1368170249.0,acn,0.0,80.09,,,129.93741142927644,outperform,219.72055888223557,152.23010176536332,89.78314745295911
188,2013-05-12 08:27:29,1368361649.0,act,177.28,119.86,,,0.0,underperform,0.0,151.7372939578003,0.0
189,2004-01-25 05:32:05,1075026725.0,adbe,0.0,38.04,,,0.0,underperform,0.0,87.42140152094301,0.0
190,2004-08-21 23:10:00,1093144200.0,adbe,0.0,46.09,,,24.631079947583945,outperform,21.16193480546794,84.38862621690949,-3.4691451421160044
191,2004-11-12 17:19:37,1100297977.0,adbe,0.0,58.1,,,48.086822780527655,outperform,52.733964248159836,91.48399772260798,4.647141467632182
192,2005-02-07 16:20:07,1107811207.0,adbe,0.0,63.67,,,60.78398934588292,outperform,67.3764458464774,93.18461938842121,6.592456500594475
