20150518,110.2600,110.9900,109.9000,110.4700,4592060
20150526,110.3700,110.8500,108.7600,110.1700,4652975
20150601,110.3000,111.8200,109.8000,111.4800,5157360
20150608,109.9500,110.9600,107.6500,110.0300,5590960
20150615,112.6200,113.5500,108.9300,109.2700,6168080
20150622,114.9900,115.2800,113.2700,113.4000,6653720
20150629,114.9700,115.6700,113.0000,114.1600,6387450
20150706,116.4400,117.4300,114.2700,114.4700,7344620
20150713,118.8600,119.1500,117.2500,117.7500,5783000
20150720,118.9100,119.9000,118.5700,119.2900,4755760
20150727,120.0000,120.7200,117.7800,118.6300,5581500
20150803,109.3500,122.0800,104.2400,120.8800,31005860
20150810,107.1600,111.0000,105.5100,110.0000,11794700
20150817,98.8400,109.2800,96.6100,107.3000,18997380
20150824,102.4800,103.3400,90.0000,93.3800,18306380
20150831,100.9700,103.0300,99.1600,102.3000,10609220
20150908,104.4800,104.9500,101.3300,102.9500,9176225
20150914,102.8400,105.9500,101.8300,104.6500,8798580
20150921,100.3000,103.8300,99.2400,103.6800,7837400
20150928,103.0000,103.4700,97.7700,99.9000,8700900
20151005,105.5600,106.0500,102.6100,103.7000,6918660
20151012,108.2400,108.5000,105.2300,105.9100,6312820
20151019,113.0900,114.2100,107.9400,108.2500,8880680
20151026,113.7400,115.4000,112.1200,113.0700,6533360
20151102,115.6700,116.8300,110.8100,114.4900,13293900
20151109,114.8400,117.5800,114.3800,115.9000,7848160
20151116,120.0700,120.2500,113.3400,113.4700,7174380
20151123,115.1300,120.6500,113.7000,120.3000,8952025
20151130,114.2400,115.5800,111.4400,115.5600,10492420
20151207,108.0400,114.5600,107.6200,114.5600,8495660
20151214,107.7200,114.7500,107.3500,108.6800,14393020
20151221,105.8600,110.1000,104.3000,108.8000,11979200
20151228,105.0800,108.2000,105.0600,106.5000,7217500
20160104,99.2500,103.4300,98.5200,103.1200,13451220
20160111,93.9000,101.8800,93.4600,100.2100,12594220
20160119,96.9000,97.4200,90.4200,95.0000,13593750
20160125,95.8200,96.6800,92.3700,96.4200,7260640
20160201,93.9000,96.7300,92.4200,95.0800,8397440
20160208,91.1500,93.2000,86.2500,92.5600,17897160
20160216,95.0100,96.4500,91.7900,92.4700,9161400
20160222,95.3100,97.0000,93.2300,95.0100,5965620
20160229,97.6500,97.6600,95.2300,95.3100,6869100
